time/episodes,train/ent_coef,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef_loss,time/fps,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
580,0.06790001690387726,0.0003,132.98,55872,2.4169435501098633,-0.05694666504859924,16,55771,-51.34362030029297,135.65746724000002,3380,,
,0.06742634624242783,0.0003,,56000,2.2298455238342285,-0.3734065890312195,,55899,-55.68330001831055,,,389.0839911850391,333.2
584,0.06905580312013626,0.0003,136.12,56735,7.531315326690674,0.4795936942100525,16,56634,-54.4379997253418,138.75660728,3433,,
,0.06987006217241287,0.0003,,57000,3.03749942779541,0.312130331993103,,56899,-54.002197265625,,,417.4398431352747,337.6
588,0.07005243748426437,0.0003,138.15,57430,2.405672073364258,-0.06523115932941437,16,57329,-54.93317413330078,140.89665996,3482,,
,0.06991340219974518,0.0003,,58000,3.7403597831726074,0.3043763041496277,,57899,-50.45966339111328,,,300.4099640938257,272.0
592,0.07006166130304337,0.0003,140.28,58150,6.2536115646362305,-0.08488059788942337,16,58049,-53.103271484375,143.5895316,3528,,
596,0.07030331343412399,0.0003,141.11,58726,3.865023612976074,0.1645287126302719,16,58625,-54.65467834472656,144.7344417,3549,,
,0.07034564018249512,0.0003,,59000,3.384107828140259,0.23826166987419128,,58899,-54.77418518066406,,,322.5161901180476,325.4
600,0.07089930772781372,0.0003,143.54,59477,6.431304454803467,-0.05677670240402222,16,59376,-55.20159149169922,148.08615398999999,3599,,
,0.07146298885345459,0.0003,,60000,2.8532135486602783,-0.5189952254295349,,59899,-56.16908264160156,,,369.82955458106227,341.6
604,0.07084720581769943,0.0003,146.12,60225,3.5864429473876953,-0.126417338848114,16,60124,-53.88127517700195,151.77115248,3649,,
608,0.07064671069383621,0.0003,144.84,60607,4.022402763366699,0.3794798254966736,16,60506,-50.931396484375,150.94185024,3665,,
,0.07170380651950836,0.0003,,61000,6.4258270263671875,0.18500789999961853,,60899,-55.25543975830078,,,668.1800110688389,596.0
612,0.0723736360669136,0.0003,147.35,61349,3.3916144371032715,0.3512253761291504,16,61248,-53.799537658691406,154.13787934,3728,,
,0.07496318966150284,0.0003,,62000,3.2593307495117188,0.2707683742046356,,61899,-58.20923614501953,,,298.4103120534219,270.0
616,0.07521367818117142,0.0003,149.9,62113,2.9109115600585938,-0.279305636882782,16,62012,-58.52372360229492,157.98172993999998,3776,,
620,0.07386288791894913,0.0003,151.0,62713,6.457910060882568,-0.6521495580673218,16,62612,-56.10087585449219,159.97529853999998,3798,,
,0.07462243735790253,0.0003,,63000,3.819885730743408,-0.2906937599182129,,62899,-58.143333435058594,,,715.3086376743246,682.0
624,0.07423201948404312,0.0003,152.65,63388,3.5678627490997314,-0.44322067499160767,16,63287,-57.607460021972656,162.46523234,3863,,
628,0.075269415974617,0.0003,150.76,63795,2.83212947845459,-0.3455185294151306,16,63694,-58.09811782836914,161.13548602,3879,,
,0.07519089430570602,0.0003,,64000,2.73768949508667,-0.25304079055786133,,63899,-59.008460998535156,,,658.222014515652,659.0
632,0.07763229310512543,0.0003,152.88,64534,4.218847274780273,-0.3989991545677185,16,64433,-58.72562789916992,164.21935710000002,3945,,
,0.07816394418478012,0.0003,,65000,3.8338255882263184,-0.1521141529083252,,64899,-60.68053436279297,,,831.401771433244,713.8
636,0.07871518284082413,0.0003,156.83,65449,4.591711044311523,0.4840441942214966,16,65348,-55.02448272705078,170.01116337000002,4019,,
640,0.08064115047454834,0.0003,156.84,65996,6.680414199829102,0.33149343729019165,16,65895,-59.051658630371094,170.83090666,4040,,
,0.08063813298940659,0.0003,,66000,4.210012912750244,-0.10189267992973328,,65899,-63.416748046875,,,3560.2402839699994,2651.0
,0.08228819817304611,0.0003,,67000,6.768065452575684,0.6497332453727722,,66899,-61.63393783569336,,,4729.991755322613,3712.0
644,0.08379385620355606,0.0003,164.44,67372,5.39535665512085,-0.16256877779960632,15,67271,-61.51443099975586,181.70128307,4417,,
648,0.08443988114595413,0.0003,162.71,67766,3.824899196624756,-0.01839428022503853,15,67665,-64.05865478515625,179.92419083000001,4433,,
,0.08556504547595978,0.0003,,68000,7.132662296295166,0.509230375289917,,67899,-61.38031768798828,,,765.9524290608533,735.6
652,0.0878000259399414,0.0003,167.01,68687,10.038583755493164,0.20983876287937164,15,68586,-64.64073181152344,185.85855643,4508,,
,0.08937618881464005,0.0003,,69000,5.368133544921875,0.1887384057044983,,68899,-63.68547058105469,,,497.4153539574083,491.6
656,0.09004786610603333,0.0003,165.68,69133,6.116747856140137,0.14865869283676147,15,69032,-65.03501892089844,185.00264373000002,4558,,
660,0.09144365042448044,0.0003,164.39,69562,6.984375476837158,0.48941904306411743,15,69461,-64.17776489257812,183.94323602,4575,,
,0.09184826165437698,0.0003,,70000,10.552112579345703,-0.05778544396162033,,69899,-63.86301040649414,,,21045.710137795,15980.2
664,0.09194662421941757,0.0003,165.46,70099,12.831350326538086,-0.4367692768573761,12,69998,-67.80900573730469,185.53116072,5403,,
668,0.09326581656932831,0.0003,166.54,70777,7.183661460876465,0.1574874222278595,13,70676,-66.06031799316406,186.92211940999997,5427,,
,0.09419030696153641,0.0003,,71000,5.43532133102417,-0.0031349360942840576,,70899,-66.29969787597656,,,358.5343560293277,330.4
672,0.0961076095700264,0.0003,165.81,71357,7.594329833984375,0.4441240429878235,13,71256,-63.636993408203125,187.10491393,5472,,
676,0.09740971773862839,0.0003,163.62,71731,8.787588119506836,-0.03201587498188019,13,71630,-67.95501708984375,185.4125244,5488,,
,0.09702449291944504,0.0003,,72000,6.335728645324707,0.05688035488128662,,71899,-66.00386047363281,,,347.8355691238292,326.8
680,0.0972737967967987,0.0003,164.05,72277,8.689929008483887,0.198841854929924,13,72176,-68.36578369140625,186.46209026,5532,,
684,0.09814181178808212,0.0003,161.29,72864,5.819504737854004,-0.09421258419752121,13,72763,-67.99419403076172,184.03040340000004,5553,,
,0.0984959676861763,0.0003,,73000,5.453930854797363,-0.5769239664077759,,72899,-69.87492370605469,,,361.9404615849686,328.4
688,0.10216059535741806,0.0003,162.93,73723,6.343222618103027,-0.18065764009952545,13,73622,-70.95942687988281,186.54620261,5607,,
,0.10266059637069702,0.0003,,74000,5.953721523284912,-0.517025351524353,,73899,-71.82872009277344,,,279.20797061467636,269.6
692,0.1044560968875885,0.0003,166.1,74760,6.024445533752441,-0.318087100982666,13,74659,-73.0384521484375,190.76805922,5661,,
,0.10492505133152008,0.0003,,75000,5.738083839416504,-0.3160051703453064,,74899,-74.38621520996094,,,274.6548588763544,276.4
696,0.10623077303171158,0.0003,167.97,75523,5.628651142120361,-0.24807114899158478,13,75422,-73.8414535522461,192.88808867,5709,,
,0.10680509358644485,0.0003,,76000,9.122188568115234,-0.18462176620960236,,75899,-71.10688781738281,,,331.3246661066267,327.8
700,0.10763178765773773,0.0003,168.76,76353,6.59834098815918,0.25455302000045776,13,76252,-76.30895233154297,194.43214486999997,5761,,
,0.11048664152622223,0.0003,,77000,4.472381591796875,-0.2797335982322693,,76899,-77.33415985107422,,,283.73917301960574,272.2
704,0.11175516992807388,0.0003,177.34,77959,8.15297794342041,-0.1013903021812439,13,77858,-76.34408569335938,203.61312726000003,5833,,
,0.11204694956541061,0.0003,,78000,7.311559200286865,0.5762374401092529,,77899,-76.19264221191406,,,446.07838344629783,431.4
708,0.11254256963729858,0.0003,179.91,78598,6.165005683898926,-0.23662221431732178,13,78497,-77.1171646118164,205.72623901,5885,,
,0.11206206679344177,0.0003,,79000,7.415291786193848,-0.3059404492378235,,78899,-78.34246826171875,,,331.8210428819308,315.8
712,0.11311644315719604,0.0003,181.1,79459,6.88097620010376,-0.08080906420946121,13,79358,-81.29644775390625,206.82837521000002,5937,,
716,0.11399093270301819,0.0003,178.27,79940,5.5541815757751465,0.027880221605300903,13,79839,-80.2043228149414,203.17539792999997,5956,,
,0.11402104794979095,0.0003,,80000,8.82481575012207,-0.2991016209125519,,79899,-79.75982666015625,,,279.7322533480976,271.2
,0.11579740792512894,0.0003,,81000,7.109562873840332,-0.4205276370048523,,80899,-79.55949401855469,,,765.0828435137067,646.4
720,0.11625663191080093,0.0003,184.31,81144,7.091061592102051,-0.3741356134414673,13,81043,-82.27813720703125,209.76825831,6055,,
724,0.11754203587770462,0.0003,183.55,81743,7.409358024597168,-0.10423936694860458,13,81642,-84.40172576904297,208.26590817999997,6077,,
,0.11839649826288223,0.0003,,82000,4.87376594543457,0.09582222998142242,,81899,-82.45887756347656,,,298.61311297238683,269.0
728,0.11880552023649216,0.0003,186.49,82444,5.025010585784912,-0.2685336470603943,13,82343,-81.94779968261719,211.56100093000003,6123,,
,0.1182117760181427,0.0003,,83000,8.164846420288086,0.17634841799736023,,82899,-82.74859619140625,,,497.32042249069383,436.6
732,0.1197391226887703,0.0003,191.36,83670,8.224760055541992,-0.061486393213272095,13,83569,-83.35397338867188,217.35988962,6191,,
,0.12208839505910873,0.0003,,84000,6.72467041015625,-0.35634326934814453,,83899,-86.55197143554688,,,456.11488135139587,428.4
,0.1224750354886055,0.0003,,85000,8.031643867492676,0.2701713740825653,,84899,-82.62361145019531,,,297.83046351121664,267.4
736,0.12271685153245926,0.0003,199.5,85399,8.10529899597168,-0.03556749224662781,13,85298,-88.61921691894531,226.3503635,6295,,
,0.12493379414081573,0.0003,,86000,6.705081939697266,0.07378584146499634,,85899,-87.13163757324219,,,469.6786325296889,415.2
740,0.12678608298301697,0.0003,204.11,86407,12.698259353637695,-0.3363748788833618,13,86306,-83.58782958984375,231.1751094,6356,,
,0.1292801797389984,0.0003,,87000,7.15678071975708,0.5550324320793152,,86899,-86.96966552734375,,,350.54336399212514,325.2
744,0.12950509786605835,0.0003,199.16,87288,7.922321319580078,0.3014519512653351,13,87187,-87.33171081542969,222.91647296,6410,,
,0.12920333445072174,0.0003,,88000,7.200184345245361,0.28566694259643555,,87899,-87.81210327148438,,,284.89669841605064,265.6
748,0.1293788105249405,0.0003,203.6,88126,5.597040176391602,-0.44864463806152344,13,88025,-91.46395874023438,227.77134168999999,6459,,
,0.12749065458774567,0.0003,,89000,6.076663970947266,0.2130051553249359,,88899,-91.4871826171875,,,378.0687231087533,330.0
752,0.12737274169921875,0.0003,204.36,89123,7.193066596984863,0.08060647547245026,13,89022,-86.46412658691406,227.73255548,6516,,
,0.13013218343257904,0.0003,,90000,9.228975296020508,-0.23880793154239655,,89899,-93.21366119384766,,,339.34432911816583,322.6
756,0.12988482415676117,0.0003,209.29,90062,5.458774566650391,-0.12145055830478668,13,89961,-93.20950317382812,233.43062891000002,6571,,
760,0.1293376088142395,0.0003,213.73,90935,18.649456024169922,0.030540339648723602,13,90834,-90.6969223022461,238.60054827,6601,,
,0.12859664857387543,0.0003,,91000,30.754383087158203,-0.07914267480373383,,90899,-92.71661376953125,,,309.89768859475805,264.2
,0.1308259665966034,0.0003,,92000,6.846679210662842,0.17175382375717163,,91899,-92.17886352539062,,,411.5230769302783,383.2
764,0.12962202727794647,0.0003,222.93,92392,8.006025314331055,0.14730201661586761,13,92291,-92.43815612792969,248.85426481,6694,,
,0.1293422430753708,0.0003,,93000,26.162099838256836,0.5027724504470825,,92899,-95.2400131225586,,,231.27882832925388,238.6
768,0.12967920303344727,0.0003,229.05,93682,10.400676727294922,-0.3612477779388428,13,93581,-96.57719421386719,255.66791062999997,6755,,
,0.12980449199676514,0.0003,,94000,7.315059661865234,0.4982832074165344,,93899,-96.199462890625,,,420.15749762104167,365.2
772,0.12793990969657898,0.0003,235.64,94921,7.3040571212768555,-0.09271510690450668,13,94820,-98.59278869628906,263.00668514000006,6821,,
,0.128151997923851,0.0003,,95000,8.980916976928711,0.16000325977802277,,94899,-94.65052795410156,,,270.2939207140851,261.6
776,0.12863096594810486,0.0003,236.37,95368,10.87508773803711,0.4912406802177429,13,95267,-98.03128051757812,263.39883797000005,6859,,
,0.13029150664806366,0.0003,,96000,7.935906887054443,-0.17364241182804108,,95899,-98.43376159667969,,,499.66014750963404,446.6
780,0.12979759275913239,0.0003,242.56,96533,17.776031494140625,0.18353286385536194,13,96432,-96.11780548095703,270.77015675999996,6926,,
,0.13013781607151031,0.0003,,97000,12.905513763427734,-0.23062202334403992,,96899,-99.9564437866211,,,384.38505122976824,327.6
,0.1304416060447693,0.0003,,98000,7.463625431060791,0.33844494819641113,,97899,-100.84359741210938,,,298.2158487232424,265.0
784,0.12851552665233612,0.0003,257.91,98655,11.74307918548584,0.16307255625724792,14,98554,-97.99175262451172,290.06502471,7036,,
,0.12914559245109558,0.0003,,99000,10.308116912841797,-0.21933044493198395,,98899,-100.1122055053711,,,274.0508183336009,264.0
788,0.12838435173034668,0.0003,259.58,99681,11.354096412658691,-0.5368609428405762,14,99580,-103.32986450195312,292.41835821000006,7090,,
,0.12959221005439758,0.0003,,100000,7.255069732666016,0.711154580116272,,99899,-98.82296752929688,,,281.88318452007553,262.2
792,0.13121382892131805,0.0003,259.32,100692,10.258161544799805,0.13570548593997955,14,100591,-99.8420181274414,291.62952045000003,7145,,
,0.13132895529270172,0.0003,,101000,13.904783248901367,-0.14932185411453247,,100899,-103.05668640136719,,,315.1695669311095,270.0
796,0.1306602507829666,0.0003,258.49,101372,7.530436992645264,-0.2505405843257904,14,101271,-103.30551147460938,290.26011416,7190,,
,0.130757138133049,0.0003,,102000,11.66383171081543,-0.7061154842376709,,101899,-102.25255584716797,,,325.0245091697343,269.0
800,0.1304289698600769,0.0003,257.7,102123,9.041779518127441,0.19569142162799835,14,102022,-102.09929656982422,288.33696310999994,7237,,
804,0.1292162984609604,0.0003,248.27,102786,9.763130187988281,-0.021633513271808624,14,102685,-103.10086059570312,277.44027378000004,7260,,
,0.12913012504577637,0.0003,,103000,10.356807708740234,-0.024510912597179413,,102899,-99.24531555175781,,,336.50472759559887,269.6
808,0.12923288345336914,0.0003,252.1,103808,6.447126388549805,-0.1902056336402893,14,103707,-106.20767974853516,282.10105219999997,7315,,
,0.12925730645656586,0.0003,,104000,20.06778335571289,0.24545153975486755,,103899,-103.31238555908203,,,396.50063627124365,362.4
812,0.1292862743139267,0.0003,253.42,104801,10.15369987487793,0.1089293360710144,14,104700,-102.96981811523438,284.3461106600001,7373,,
,0.1296386867761612,0.0003,,105000,12.046564102172852,0.05923490226268768,,104899,-104.21260070800781,,,440.56223120393986,371.0
816,0.12901079654693604,0.0003,257.62,105702,13.956196784973145,0.5523574948310852,14,105601,-101.34149169921875,289.73370309,7430,,
,0.1300705075263977,0.0003,,106000,11.570555686950684,0.6127601265907288,,105899,-101.25604248046875,,,417.2441641917823,363.8
820,0.1288142204284668,0.0003,256.73,106817,10.700750350952148,0.4829323887825012,14,106716,-105.91952514648438,288.94790600000005,7492,,
,0.12845437228679657,0.0003,,107000,18.771743774414062,0.03440748155117035,,106899,-103.07435607910156,,,452.22911783626114,359.0
824,0.1283397227525711,0.0003,260.51,107794,10.577038764953613,0.11424490809440613,14,107693,-105.32160949707031,294.2330928100001,7549,,
,0.12849308550357819,0.0003,,108000,10.364919662475586,0.3306725025177002,,107899,-105.64436340332031,,,307.54649303656623,266.2
828,0.12735672295093536,0.0003,261.01,108545,8.177451133728027,-0.09941591322422028,14,108444,-105.61766052246094,294.76833211,7596,,
,0.12776534259319305,0.0003,,109000,8.89114761352539,0.012609299272298813,,108899,-105.59573364257812,,,646.3875831503076,560.0
832,0.12839685380458832,0.0003,260.37,109707,8.23451042175293,-0.6043719053268433,14,109606,-110.92008972167969,293.57561426000007,7669,,
,0.1274367868900299,0.0003,,110000,9.582158088684082,-0.07896597683429718,,109899,-110.72488403320312,,,620.9676794868134,545.6
836,0.12778998911380768,0.0003,250.99,110498,9.997452735900879,-0.0182894766330719,14,110397,-102.05758666992188,282.67160867999996,7731,,
,0.1283823400735855,0.0003,,111000,11.114264488220215,-0.9146376848220825,,110899,-109.88811492919922,,,316.2874013668814,266.2
840,0.12698931992053986,0.0003,254.02,111809,9.303108215332031,-0.024270184338092804,14,111708,-106.11622619628906,286.21035605,7794,,
,0.12690937519073486,0.0003,,112000,13.67076587677002,0.37898343801498413,,111899,-107.77342987060547,,,444.77144615832293,365.4
844,0.12874288856983185,0.0003,256.23,112911,13.385183334350586,-0.011281415820121765,14,112810,-108.08796691894531,289.91208747,7856,,
,0.12857423722743988,0.0003,,113000,19.104835510253906,0.25834083557128906,,112899,-110.53783416748047,,,838.610988056122,658.6
848,0.12802080810070038,0.0003,254.93,113619,9.11435317993164,-0.10257473587989807,14,113518,-107.00849914550781,289.10140895000006,7921,,
,0.1280243694782257,0.0003,,114000,11.164064407348633,-0.9458103179931641,,113899,-112.428955078125,,,287.2766138433417,261.6
852,0.12803661823272705,0.0003,252.65,114388,10.322641372680664,-0.10749341547489166,14,114287,-109.28478240966797,287.00216512,7968,,
,0.1280982941389084,0.0003,,115000,7.858059883117676,-0.18749144673347473,,114899,-110.93427276611328,,,308.1919538974413,263.4
856,0.12875565886497498,0.0003,256.28,115690,8.626412391662598,-0.3905969560146332,14,115589,-108.9694595336914,291.4367358,8030,,
,0.12995585799217224,0.0003,,116000,6.979245662689209,-0.06116396188735962,,115899,-113.96980285644531,,,582.6946130960168,442.0
,0.1298844814300537,0.0003,,117000,12.453734397888184,-0.6019715666770935,,116899,-112.02928161621094,,,323.82013465366583,267.0
860,0.12921442091464996,0.0003,264.86,117421,15.882413864135742,0.0420624241232872,14,117320,-109.98466491699219,301.87982156,8134,,
,0.12839803099632263,0.0003,,118000,8.549389839172363,0.24336880445480347,,117899,-111.66700744628906,,,325.52181541226855,267.8
864,0.1282138228416443,0.0003,264.32,118824,4.777194976806641,-0.5536952614784241,14,118723,-114.04618835449219,301.36667231999996,8200,,
,0.12706515192985535,0.0003,,119000,7.338598251342773,0.102505624294281,,118899,-110.69696044921875,,,525.7489636868526,450.4
,0.12865813076496124,0.0003,,120000,7.336662292480469,-0.21203702688217163,,119899,-108.66891479492188,,,763.7192366822765,602.4
868,0.12713788449764252,0.0003,268.74,120556,19.39920425415039,0.1657092571258545,14,120455,-110.62211608886719,307.62607131,8321,,
,0.12631314992904663,0.0003,,121000,16.89004898071289,-0.060209788382053375,,120899,-111.45706176757812,,,299.33945275658954,264.8
872,0.127452552318573,0.0003,264.79,121400,10.718851089477539,-0.09393519163131714,14,121299,-111.17391204833984,303.28235742,8371,,
,0.12652066349983215,0.0003,,122000,16.216415405273438,-0.547280490398407,,121899,-114.86048126220703,,,441.9531401470016,357.2
876,0.12606875598430634,0.0003,272.42,122610,11.48619270324707,0.4909178614616394,14,122509,-113.91908264160156,313.05156272999994,8435,,
,0.12648813426494598,0.0003,,123000,4.726818561553955,-0.3533804416656494,,122899,-109.57135009765625,,,405.4780166136694,352.2
,0.12648186087608337,0.0003,,124000,8.039644241333008,0.25392961502075195,,123899,-112.08102416992188,,,435.9226284045195,367.8
880,0.12490883469581604,0.0003,279.08,124441,9.7302885055542,-0.07494573295116425,14,124340,-113.00079345703125,321.62287883,8543,,
,0.12465221434831619,0.0003,,125000,9.955589294433594,0.0454687774181366,,124899,-113.53790283203125,,,536.8795458108652,443.0
884,0.12468214333057404,0.0003,267.45,125400,7.623907566070557,0.4106942415237427,14,125299,-111.80740356445312,306.44109413,8604,,
,0.12593717873096466,0.0003,,126000,14.817513465881348,-0.20005729794502258,,125899,-111.89270782470703,,,2910.7025279717063,2188.0
888,0.12533129751682281,0.0003,268.0,126481,6.701887607574463,-0.5220737457275391,14,126380,-114.61601257324219,307.12386159000005,8757,,
,0.12504561245441437,0.0003,,127000,9.673626899719238,0.010920777916908264,,126899,-112.55854034423828,,,861.5239090399853,635.4
,0.12369927018880844,0.0003,,128000,24.803619384765625,-0.0515914261341095,,127899,-112.53155517578125,,,1513.4969194244961,1108.4
892,0.12381291389465332,0.0003,274.58,128150,9.317121505737305,0.47246474027633667,14,128049,-112.74754333496094,314.40126731000004,8911,,
,0.12304238975048065,0.0003,,129000,9.31902027130127,0.08451414108276367,,128899,-114.51354217529297,,,954.5534680545454,734.8
,0.12125347554683685,0.0003,,130000,7.491480827331543,0.5959224700927734,,129899,-110.7276611328125,,,558.8882211888103,443.4
896,0.12157348543405533,0.0003,288.95,130267,9.516239166259766,0.014315351843833923,14,130166,-111.8961181640625,333.51644727,9049,,
,0.122273288667202,0.0003,,131000,8.984891891479492,0.42659613490104675,,130899,-112.29278564453125,,,22866.98429672738,15223.2
900,0.12230359762907028,0.0003,291.63,131286,9.720046997070312,-0.32379627227783203,13,131185,-115.88301086425781,337.33427040000004,9853,,
,0.12115126103162766,0.0003,,132000,14.785569190979004,-0.12273575365543365,,131899,-115.51841735839844,,,965.0812300947582,760.4
904,0.12066227942705154,0.0003,296.81,132467,13.949957847595215,-0.1836686134338379,13,132366,-113.12407684326172,344.06770837000005,9936,,
,0.11977756023406982,0.0003,,133000,38.25212097167969,0.49299097061157227,,132899,-113.3220443725586,,,696.5634086859827,529.8
,0.11810588091611862,0.0003,,134000,17.552448272705078,0.25735020637512207,,133899,-110.68057250976562,,,11316.68052306529,7661.8
908,0.1175980418920517,0.0003,306.73,134481,7.946598052978516,0.08810457587242126,12,134380,-115.17733764648438,357.26946899999996,10423,,
,0.1172843873500824,0.0003,,135000,7.700838088989258,-0.2081003040075302,,134899,-116.42866516113281,,,1109.6200247123484,849.2
912,0.1154712587594986,0.0003,309.4,135741,9.047590255737305,0.2374134361743927,12,135640,-111.67767333984375,361.3928060100001,10514,,
,0.11410636454820633,0.0003,,136000,7.668834686279297,-0.7065935134887695,,135899,-114.95559692382812,,,4233.02489831405,3047.2
,0.11305456608533859,0.0003,,137000,55.78987121582031,-0.17812445759773254,,136899,-117.48556518554688,,,7016.1808389481375,4660.4
916,0.11341038346290588,0.0003,315.9,137292,10.890766143798828,-0.7411244511604309,12,137191,-116.3701171875,369.60052134,10963,,
,0.11191381514072418,0.0003,,138000,7.077179908752441,-0.024560168385505676,,137899,-115.85877990722656,,,25224.76893298777,16109.4
920,0.11192560195922852,0.0003,316.8,138497,12.701833724975586,0.15757659077644348,11,138396,-113.82828521728516,372.10061651999996,11816,,
,0.11278064548969269,0.0003,,139000,16.447772979736328,0.568756639957428,,138899,-113.89849853515625,,,1394.04638179754,1025.0
,0.11013703793287277,0.0003,,140000,7.563851356506348,-0.20772087574005127,,139899,-115.53532409667969,,,15765.06820775354,10328.0
924,0.10907714068889618,0.0003,331.63,140957,12.096699714660645,-0.39436832070350647,11,140856,-115.41417694091797,391.11474160000006,12474,,
,0.10909975320100784,0.0003,,141000,9.411104202270508,-0.16034182906150818,,140899,-115.4438247680664,,,1524.9091813536033,1127.0
,0.10910028964281082,0.0003,,142000,7.933338165283203,-0.40136605501174927,,141899,-117.92687225341797,,,773.4549450369116,619.4
928,0.10955072939395905,0.0003,342.73,142818,9.968070030212402,-0.3849656581878662,11,142717,-113.81280517578125,404.97487801000005,12634,,
,0.10856035351753235,0.0003,,143000,8.391122817993164,-0.670319139957428,,142899,-114.9307861328125,,,2821.1274798023605,1834.4
,0.10973156243562698,0.0003,,144000,25.269651412963867,-0.12446500360965729,,143899,-111.82112884521484,,,17907.88001943775,11741.2
932,0.10923857986927032,0.0003,344.11,144118,12.675884246826172,-0.23822247982025146,10,144017,-118.80674743652344,407.08571546999997,13370,,
,0.10738226771354675,0.0003,,145000,11.437057495117188,-0.05241823568940163,,144899,-113.77037811279297,,,1398.5139103078977,1040.4
936,0.10690779238939285,0.0003,346.36,145134,7.783538818359375,0.07096081972122192,10,145033,-112.74542999267578,410.04856515999984,13463,,
,0.10473819822072983,0.0003,,146000,33.045997619628906,0.17979057133197784,,145899,-112.41856384277344,,,8321.16362714312,5462.6
940,0.10407893359661102,0.0003,342.91,146100,6.502604007720947,-0.045605480670928955,10,145999,-114.77837371826172,406.21596225,13776,,
,0.10148946195840836,0.0003,,147000,7.598880767822266,0.2910971939563751,,146899,-114.65018463134766,,,3334.273342634886,2446.2
944,0.10095207393169403,0.0003,344.91,147402,9.928481101989746,0.29104578495025635,10,147301,-115.17452239990234,409.24901764000003,13948,,
,0.1008097305893898,0.0003,,148000,7.38765287399292,-0.6073682308197021,,147899,-114.86050415039062,,,4801.384753613931,3322.6
948,0.10103839635848999,0.0003,348.88,148507,5.073952674865723,0.11975283920764923,10,148406,-113.34393310546875,413.72378192000014,14158,,
,0.1001141220331192,0.0003,,149000,7.017380714416504,0.5357018709182739,,148899,-115.48294067382812,,,15878.343917874055,10715.8
,0.10001146793365479,0.0003,,150000,10.39665699005127,0.08501854538917542,,149899,-112.17503356933594,,,1281.8790412145358,982.4
952,0.09977737069129944,0.0003,356.87,150075,8.980340003967285,-0.2156304121017456,10,149974,-117.4202651977539,424.22930351,14807,,
956,0.09885329753160477,0.0003,349.22,150612,10.311689376831055,-0.04820087552070618,10,150511,-114.09677124023438,415.4585665299999,14827,,
,0.09883613884449005,0.0003,,151000,19.054946899414062,-0.43695127964019775,,150899,-116.05282592773438,,,1383.870892506884,1056.0
960,0.0996151939034462,0.0003,338.89,151310,9.892925262451172,0.34933483600616455,10,151209,-113.19392395019531,403.60393452999995,14912,,
,0.10080086439847946,0.0003,,152000,9.933038711547852,0.5389401912689209,,151899,-111.83815002441406,,,27666.637721078703,18707.8
964,0.10004380345344543,0.0003,333.53,152177,7.980874061584473,-0.24985191226005554,9,152076,-114.6962890625,398.1996868199999,15886,,
968,0.1005321741104126,0.0003,323.37,152893,9.928849220275879,-0.14330002665519714,9,152792,-112.74533081054688,386.8222446999999,15911,,
,0.09961570799350739,0.0003,,153000,7.86109733581543,-0.6544321775436401,,152899,-115.59678649902344,,,102594.55484555135,63654.2
,0.09821464121341705,0.0003,,154000,7.257741928100586,0.11009606719017029,,153899,-113.08058166503906,,,32229.649740991525,21899.4
972,0.09793124347925186,0.0003,327.18,154118,13.652286529541016,0.09414125233888626,7,154017,-113.12491607666016,392.97600243,20252,,
976,0.09702428430318832,0.0003,323.89,154999,12.043548583984375,0.11179016530513763,7,154898,-110.59007263183594,389.27640102,20281,,
,0.09701378643512726,0.0003,,155000,8.303689956665039,0.45315802097320557,,154899,-112.4796142578125,,,510078.32083751244,319551.4
980,0.09788952022790909,0.0003,313.21,155762,8.835821151733398,0.07144944369792938,4,155661,-109.02595520019531,376.61088642000004,36328,,
,0.09582622349262238,0.0003,,156000,10.347301483154297,-0.4973689317703247,,155899,-114.10784912109375,,,9986.933827253697,6630.4
