train/n_updates,time/fps,train/actor_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/mean_ep_length,eval/mean_reward
94899,,-61.28314209,,,95000,,0.838778555,,0.0003,-0.229444936,0.12686382234096527,299.8,378.7639688023599
95214,15,-60.94409943,133.6796373,108.82,95315,1136,0.8285434246063232,6112,0.0003,0.23192164301872253,0.12755289673805237,,
95634,15,-63.12287521,132.9512329,108.64,95735,1140,0.8781169056892395,6130,0.0003,0.26740217208862305,0.12729954719543457,,
95899,,-60.40285492,,,96000,,0.8365933299064636,,0.0003,-0.461841166,0.12608051300048828,315.8,384.84588940810136
96149,15,-62.70734787,133.457301,109.24,96250,1144,0.8029488325119019,6173,0.0003,-0.335580617,0.12640760838985443,,
96593,15,-62.09636688,132.96710012999998,108.99,96694,1148,0.8081334233283997,6191,0.0003,-0.091498524,0.12703031301498413,,
96899,,-62.84955597,,,97000,,0.8261884450912476,,0.0003,0.2886815071105957,0.12668296694755554,303.8,392.88595336335345
97166,15,-60.67217636,134.67191160000002,110.34,97267,1152,0.8325199484825134,6236,0.0003,-0.369743258,0.12618747353553772,,
97525,15,-60.96572876,133.4205091,109.25,97626,1156,0.8053892850875854,6252,0.0003,0.7958165407180786,0.12691597640514374,,
97899,,-61.61508942,,,98000,,0.9418235421180725,,0.0003,0.057454392313957214,0.1257794201374054,301.4,348.1375849282631
98014,15,-61.82645798,135.1290304,110.67,98115,1160,0.7757197618484497,6294,0.0003,-0.237848729,0.12560774385929108,,
98322,15,-63.48222733,133.6802818,109.62,98423,1164,0.8524431586265564,6308,0.0003,0.081012323,0.1261887103319168,,
98803,15,-61.46737671,134.1010944,110,98904,1168,0.8485391139984131,6327,0.0003,-0.428422272,0.12641744315624237,,
98899,,-61.93669891,,,99000,,0.8550187945365906,,0.0003,0.36324989795684814,0.12651333212852478,304.4,345.54781928519515
99343,15,-62.94847107,133.6553587,110.49,99444,1172,0.8067288994789124,6371,0.0003,-0.007701769,0.12760232388973236,,
99718,15,-63.45691681,132.534035,109.71,99819,1176,0.9084952473640442,6387,0.0003,0.089361884,0.12686951458454132,,
99899,,-61.24168396,,,100000,,0.8033698201179504,,0.0003,0.040983394,0.12672129273414612,282.6,349.35735689793654
100102,15,-61.33821869,131.49936397000002,109,100203,1180,0.9326760172843933,6425,0.0003,0.7933826446533203,0.12674084305763245,,
100479,15,-63.43817902,131.470826,108.39,100580,1184,0.8460395336151123,6442,0.0003,-0.613114715,0.12664248049259186,,
100882,15,-62.98926544,131.52906635999997,109.05,100983,1188,0.7748492360115051,6458,0.0003,-0.012819409,0.12758997082710266,,
100899,,-64.54706573,,,101000,,0.7718533873558044,,0.0003,0.023393422,0.12740693986415863,296.2,333.76373351471267
101384,15,-61.58566284,131.650503,109.76,101485,1192,0.8003687262535095,6501,0.0003,0.6120879054069519,0.12698931992053986,,
101841,15,-61.65380478,132.0883114,111.18,101942,1196,0.8997374176979065,6520,0.0003,0.22709870338439941,0.12715673446655273,,
101899,,-64.46168518,,,102000,,0.7903648614883423,,0.0003,-0.415857911,0.12702368199825287,265,335.82698194432743
102280,15,-61.27901459,131.6434924,110.14,102381,1200,0.815326452,6558,0.0003,0.23212501406669617,0.12682950496673584,,
102725,15,-61.61433411,131.0142373,109.45,102826,1204,0.805832565,6577,0.0003,0.045863568782806396,0.1271626204252243,,
102899,,-61.81649399,,,103000,,0.78348124,,0.0003,0.22360867261886597,0.1275625079870224,291.8,374.4563263024269
103145,15,-62.16017151,130.425466,108.75,103246,1208,0.8338906764984131,6616,0.0003,0.14339512586593628,0.1274813413619995,,
103452,15,-58.91884995,129.26411096999996,107.5,103553,1212,0.8498870730400085,6630,0.0003,0.2703355550765991,0.12748433649539948,,
103826,15,-63.10039139,129.85105901999998,108.5,103927,1216,0.8340781331062317,6647,0.0003,0.001622764,0.12759146094322205,,
103899,,-63.14176178,,,104000,,0.9205755591392517,,0.0003,0.38979172706604004,0.12726441025733948,269.4,336.4082147406974
104214,15,-61.56253815,129.7519069,108.57,104315,1220,0.8139421343803406,6684,0.0003,-0.316758275,0.12782253324985504,,
104655,15,-59.69138336,129.13384034999999,108.11,104756,1224,0.8296895623207092,6702,0.0003,0.23397120833396912,0.12875400483608246,,
104899,,-61.45700836,,,105000,,0.8184900879859924,,0.0003,-0.13294439,0.12842607498168945,297.2,327.29917635523236
105223,15,-58.99726868,130.8770993,109.58,105324,1228,0.8215179443359375,6746,0.0003,-0.233640134,0.12747551500797272,,
105709,15,-59.57162857,130.69059554999998,109.66,105810,1232,0.8736938834190369,6766,0.0003,0.072993509,0.1276564598083496,,
105899,,-60.73579407,,,106000,,0.7604953050613403,,0.0003,0.2540377974510193,0.12772469222545624,283.8,328.3316866375295
106170,15,-56.12604523,130.8126858,109.56,106271,1236,0.796455443,6806,0.0003,-0.363929987,0.12858322262763977,,
106574,15,-62.76076126,131.45123240000004,109.4,106675,1240,0.8783948421478271,6824,0.0003,-0.005072281,0.12930703163146973,,
106899,,-60.8837738,,,107000,,0.8137896060943604,,0.0003,0.43686699867248535,0.1283787190914154,289.4,316.40332622991264
107091,15,-61.30069351,132.1981193,109.42,107192,1244,0.8431729674339294,6866,0.0003,-0.659232438,0.12791429460048676,,
107579,15,-58.86618805,131.0770074,109.86,107680,1248,0.8140482902526855,6886,0.0003,0.17557033896446228,0.12763966619968414,,
107899,,-58.46111298,,,108000,,0.7880229949951172,,0.0003,-0.134171844,0.12910091876983643,294.4,373.1769498881833
107968,15,-63.03875732,128.7547635,108.02,108069,1252,0.7738587260246277,6924,0.0003,0.008513823,0.12929001450538635,,
108372,15,-59.12509918,128.7536444,108.47,108473,1256,0.8169770836830139,6941,0.0003,0.051020116,0.12929333746433258,,
108710,15,-59.79940796,126.7900349,106.96,108811,1260,0.7845533490180969,6957,0.0003,-0.012813982,0.1284664124250412,,
108899,,-58.59648895,,,109000,,0.8128507733345032,,0.0003,-0.089243591,0.12757658958435059,293.2,409.3982198206439
109176,15,-61.15949249,128.4659403,108.54,109277,1264,0.7844991087913513,6998,0.0003,0.030095800757408142,0.12792423367500305,,
109475,15,-62.40641785,127.1483572,106.72,109576,1268,0.8996182084083557,7011,0.0003,-0.556435823,0.1272650510072708,,
109899,,-59.85361862,,,110000,,0.7765357494354248,,0.0003,0.25251224637031555,0.127509207,331,396.99868387965836
110020,15,-59.48787689,128.393951,106.77,110121,1272,0.835949183,7057,0.0003,-0.300879359,0.12766686081886292,,
110526,15,-65.06599426,130.22824296000002,108.08,110627,1276,0.8216774463653564,7077,0.0003,-0.427789688,0.12680207192897797,,
110899,,-61.02937317,,,111000,,0.7999932765960693,,0.0003,-0.038822308,0.1261334866285324,283.6,338.4569242036756
110963,15,-62.37821579,131.062468,108.61,111064,1280,0.7993435859680176,7117,0.0003,-0.520161092,0.12603525817394257,,
111254,15,-59.76430511,130.11118494000002,107.75,111355,1284,0.8584659099578857,7130,0.0003,0.1399422436952591,0.12498706579208374,,
111587,15,-60.98773193,130.368343,107.05,111688,1288,0.7964195609092712,7145,0.0003,0.2645980417728424,0.1271175742149353,,
111899,,-63.47439575,,,112000,,0.7474747896194458,,0.0003,0.13394425809383392,0.1264934539794922,310,356.9686365
112036,15,-63.88533401,130.77523816000001,106.52,112137,1292,0.7865044474601746,7187,0.0003,0.6505946516990662,0.12646476924419403,,
112380,15,-61.62604141,130.5056288,105.39,112481,1296,0.7985751628875732,7202,0.0003,0.2944677472114563,0.12712249159812927,,
112872,15,-58.45384598,130.586346,105.92,112973,1300,0.8197793960571289,7222,0.0003,-0.149993479,0.12734945118427277,,
112899,,-59.88043976,,,113000,,0.8592269420623779,,0.0003,0.5255526304244995,0.12739795446395874,313.8,346.1860789887447
113314,15,-61.82850647,130.49241836000002,105.89,113415,1304,0.7521926164627075,7263,0.0003,-0.360194117,0.12767691910266876,,
113736,15,-58.9578476,131.2605677,105.91,113837,1308,0.7522657513618469,7281,0.0003,-0.31953159,0.12818798422813416,,
113899,,-60.88485718,,,114000,,0.7145178914070129,,0.0003,0.001873046,0.12749813497066498,293.8,344.6495427481808
114026,15,-62.4600029,131.9133774,105.74,114127,1312,0.8041358590126038,7317,0.0003,-0.028934881,0.12690481543540955,,
114415,15,-59.85130692,132.554811,105.89,114516,1316,0.7779026627540588,7333,0.0003,0.086188562,0.12616881728172302,,
114878,15,-60.63325119,133.8701557,106.64,114979,1320,0.8061973452568054,7352,0.0003,0.24555820226669312,0.12549510598182678,,
114899,,-61.20509338,,,115000,,0.8029209971427917,,0.0003,-0.102095082,0.1253969371318817,310.8,337.6737269994934
115373,15,-62.18320465,133.7270889,107.18,115474,1324,0.7435718774795532,7395,0.0003,-0.275312185,0.12601761519908905,,
115645,15,-56.55690765,131.303666,104.22,115746,1328,0.7535823583602905,7408,0.0003,0.18174046277999878,0.12592919170856476,,
115899,,-59.96651077,,,116000,,0.7987422943115234,,0.0003,-0.013248056,0.12555432319641113,301.6,367.9537832560112
115983,15,-59.85387802,130.767168,102.74,116084,1332,0.8150267004966736,7446,0.0003,0.024632900953292847,0.1256512850522995,,
116400,15,-61.47344208,130.87484260000002,102.3,116501,1336,0.8608638644218445,7463,0.0003,0.24919502437114716,0.1250050663948059,,
116701,15,-60.34185791,129.3975545,101.27,116802,1340,0.8352048993110657,7478,0.0003,0.18033626675605774,0.12551526725292206,,
116899,,-62.67762756,,,117000,,0.796065629,,0.0003,0.41750454902648926,0.12533795833587646,291,347.8344021169818
117045,15,-58.39323425,128.3411796,99.54,117146,1344,0.8366298079490662,7515,0.0003,0.1877371370792389,0.12529617547988892,,
117444,15,-62.58274078,129.479775,98.65,117545,1348,0.8730814456939697,7532,0.0003,-0.006107002,0.12752452492713928,,
117848,15,-62.00512314,130.59646204999999,98.8,117949,1352,0.8105441331863403,7549,0.0003,-0.025581058,0.12722338736057281,,
117899,,-61.79328156,,,118000,,0.8081634640693665,,0.0003,-0.349865198,0.12687848508358002,294.4,362.31711791063134
118178,15,-59.11325073,131.80767353999997,98.06,118279,1356,0.8084836006164551,7586,0.0003,0.12871649861335754,0.1269155889749527,,
118585,15,-58.93244934,133.120853,98.75,118686,1360,0.8333171606063843,7603,0.0003,0.12727010250091553,0.12633955478668213,,
118899,,-58.5360527,,,119000,,0.7693492770195007,,0.0003,0.044478588,0.12536175549030304,316.2,382.72623548965566
119166,15,-62.12514114,133.92946206999997,99.9,119267,1364,0.7978729605674744,7649,0.0003,0.1413659155368805,0.12628309428691864,,
119469,15,-62.43916321,133.2200821,99.94,119570,1368,0.7581793665885925,7663,0.0003,-0.64024806,0.12576119601726532,,
119899,,-61.42788315,,,120000,,0.801748514,,0.0003,-0.513984799,0.12590016424655914,281,327.67635522674175
120012,15,-58.06209564,133.1692522,99.92,120113,1372,0.7785457968711853,7706,0.0003,-0.057065308,0.12559238076210022,,
120500,15,-62.3337822,131.8662221,99.74,120601,1376,0.8246069550514221,7726,0.0003,-0.129043579,0.12490693479776382,,
120899,,-60.72632217,,,121000,,0.7624192237854004,,0.0003,-0.450050831,0.12431416660547256,273.4,343.3237283318114
121020,15,-61.98617554,132.13258426000002,100.57,121121,1380,0.913929284,7768,0.0003,-0.042834491,0.12473025172948837,,
121338,15,-62.17674637,132.5673413,100.84,121439,1384,0.81723845,7782,0.0003,0.33326640725135803,0.12437141686677933,,
121813,15,-63.90931702,132.7063822,102.26,121914,1388,0.7866515517234802,7802,0.0003,0.095076159,0.1253105103969574,,
121899,,-58.97280502,,,122000,,0.8521217107772827,,0.0003,0.35700029134750366,0.12434469908475876,291.6,334.9282920565405
122287,15,-62.81502914,132.92190404000002,102.51,122388,1392,0.8154941201210022,7843,0.0003,0.04059238,0.12580008804798126,,
122632,15,-63.04730225,132.48278326999997,102.52,122733,1396,0.7824416160583496,7858,0.0003,0.11690962314605713,0.1265474110841751,,
122899,,-62.29434586,,,123000,,0.8017438054084778,,0.0003,-0.106792614,0.1263875514268875,288.8,302.19849086453326
123059,15,-58.47319794,131.841901,101.87,123160,1400,0.7696882486343384,7897,0.0003,0.3932863473892212,0.12656331062316895,,
123455,15,-63.63648987,131.90837449999998,101.41,123556,1404,0.8075622916221619,7914,0.0003,0.29402604699134827,0.1250390112400055,,
123899,,-62.21018982,,,124000,,0.783598781,,0.0003,-0.006530814,0.12594681978225708,296.6,353.65496587149465
124021,15,-62.63062668,132.45281699999998,102.85,124122,1408,0.8015148639678955,7958,0.0003,0.24920599162578583,0.12593531608581543,,
124376,15,-59.69633484,132.49371523999997,103.5,124477,1412,0.8523354530334473,7974,0.0003,0.011779934167861938,0.12566019594669342,,
124859,15,-55.41994476,132.10821083000002,104.44,124960,1416,0.7901277542114258,7993,0.0003,-0.069013953,0.12505291402339935,,
124899,,-61.20341873,,,125000,,0.78192085,,0.0003,0.096968591,0.12569576501846313,289.8,342.38051172718406
125356,15,-60.69043732,132.7101604,104.78,125457,1420,0.8472142219543457,8035,0.0003,-0.329344183,0.1269226372241974,,
125762,15,-62.41706467,132.6015592,103.89,125863,1424,0.8222039937973022,8052,0.0003,-0.139232934,0.12686346471309662,,
125899,,-60.68022919,,,126000,,0.83177942,,0.0003,-0.184092328,0.12684056162834167,285,343.51537037334566
126185,15,-59.854702,132.8296993,105.4,126286,1428,0.8162161707878113,8091,0.0003,0.1500539779663086,0.12596918642520905,,
126688,15,-62.16441727,133.7517754,107.05,126789,1432,0.8383225798606873,8111,0.0003,-0.199006498,0.1256328672170639,,
126899,,-59.53617096,,,127000,,0.7788894176483154,,0.0003,0.049504451,0.12654340267181396,279.8,348.98953601773246
127175,15,-60.27119064,134.434986,107.75,127276,1436,0.7685579657554626,8151,0.0003,-0.170790344,0.1271551251411438,,
127715,15,-62.53016281,136.1908006,110.14,127816,1440,0.7945472002029419,8172,0.0003,0.19720688462257385,0.12719479203224182,,
127899,,-61.44706345,,,128000,,0.7347477078437805,,0.0003,0.049576163,0.12816575169563293,304.2,380.81994453127265
128072,15,-62.42360687,134.991626,110.27,128173,1444,0.7996119260787964,8210,0.0003,-0.242950559,0.12750421464443207,,
128408,15,-61.9673996,133.4963389,109.64,128509,1448,0.8146088123321533,8225,0.0003,-0.046700001,0.12822097539901733,,
128899,,-60.35982895,,,129000,,0.838013768,,0.0003,0.4619424343109131,0.12795251607894897,272.8,347.5588554790578
129020,15,-62.21752167,133.9027172,111.72,129121,1452,0.7983641624450684,8269,0.0003,-0.353594601,0.12851741909980774,,
129459,15,-60.25984192,134.3597333,112.81,129560,1456,0.8338624835014343,8287,0.0003,-0.387234449,0.12847889959812164,,
129874,15,-61.72499466,133.26472596000002,112.89,129975,1460,0.804020882,8305,0.0003,0.3561176657676697,0.12767554819583893,,
129899,,-61.06493378,,,130000,,0.8200517296791077,,0.0003,-0.275675178,0.12779733538627625,270.4,336.09087906367057
130296,15,-63.04264069,132.64344308000003,111.3,130397,1464,0.7896869778633118,8343,0.0003,-0.292387277,0.12801970541477203,,
130762,15,-57.14377213,134.2188601,112.93,130863,1468,0.7958512902259827,8362,0.0003,-0.429130822,0.1275978535413742,,
130899,,-59.46092606,,,131000,,0.7600119113922119,,0.0003,-0.294520825,0.12777601182460785,371,478.21675096191245
131199,15,-60.27262497,133.24734762999998,111.87,131300,1472,0.7976862192153931,8406,0.0003,-0.13279894,0.12860774993896484,,
131707,15,-62.5117569,135.12559009999998,112.07,131808,1476,0.7674068808555603,8426,0.0003,-0.186790839,0.12787355482578278,,
131899,,-57.45549393,,,132000,,0.7649336457252502,,0.0003,-0.2154686,0.1268485188484192,298,340.9704769560332
132148,15,-59.5293541,133.6857014,111.28,132249,1480,0.8180981278419495,8466,0.0003,0.4432491958141327,0.12684425711631775,,
132602,15,-61.81780243,134.8052007,112.64,132703,1484,0.7273098230361938,8484,0.0003,-0.248405606,0.12687069177627563,,
132876,15,-60.02019119,133.68723269999998,110.63,132977,1488,0.7900233864784241,8497,0.0003,-0.036051773,0.12743985652923584,,
132899,,-62.85095978,,,133000,,0.7783792614936829,,0.0003,0.20259347558021545,0.12732431292533875,308.2,332.47724966912136
133301,15,-59.65939331,132.6467743,110.14,133402,1492,0.749407172,8538,0.0003,-0.021227166,0.12719473242759705,,
133728,15,-57.87683105,134.0736101,110.96,133829,1496,0.8172913789749146,8555,0.0003,-0.313181758,0.127083883,,
133899,,-61.73124695,,,134000,,0.8082531690597534,,0.0003,-0.690942287,0.12639203667640686,271.6,330.1672809301352
134179,15,-59.72460175,134.8579285,111.2,134280,1500,0.8101412057876587,8594,0.0003,0.016436316072940826,0.126593217,,
134634,15,-57.21759796,135.686764,111.79,134735,1504,0.7406368255615234,8613,0.0003,0.45513930916786194,0.12694603204727173,,
134899,,-60.29414368,,,135000,,0.7466226816177368,,0.0003,-0.08533527,0.12632061541080475,275,340.20978757358023
135113,15,-59.39292145,135.37957627000003,110.92,135214,1508,0.728266716,8653,0.0003,0.14860489964485168,0.1258152723312378,,
135637,15,-59.95728683,136.40787144000004,112.61,135738,1512,0.7763656377792358,8674,0.0003,0.17783430218696594,0.12576691806316376,,
135899,,-63.21081924,,,136000,,0.8563244342803955,,0.0003,0.052227068692445755,0.1258585900068283,282.6,314.3484832260925
136090,15,-61.71063232,136.9366069,112.31,136191,1516,0.8100032806396484,8714,0.0003,-0.238643408,0.1264430731534958,,
136592,15,-62.67303467,136.3486297,112.36,136693,1520,0.7639706134796143,8734,0.0003,-0.27139163,0.12653306126594543,,
136899,,-54.5405159,,,137000,,0.8136963248252869,,0.0003,-0.001063202,0.12708939611911774,289,373.7555113927294
137069,15,-58.44786453,136.0293466,113.07,137170,1524,0.8637891411781311,8774,0.0003,-0.524111748,0.1277817040681839,,
137530,15,-58.78578568,137.64777008000002,113.45,137631,1528,0.7929918169975281,8793,0.0003,0.22157026827335358,0.12744541466236115,,
137899,,-62.47609711,,,138000,,0.8021482229232788,,0.0003,0.22848822176456451,0.1274925172328949,279.6,363.58429538897326
138020,15,-63.46408081,137.49087483999998,113.32,138121,1532,0.8920438885688782,8834,0.0003,-0.464789093,0.12820684909820557,,
138576,15,-63.42936707,137.25723643999999,114.01,138677,1536,0.7870275378227234,8855,0.0003,-0.208410665,0.12780004739761353,,
138899,,-61.00022125,,,139000,,0.7539882063865662,,0.0003,-0.172349408,0.1271180957555771,306.8,370.8766646335054
139026,15,-60.92660141,137.5317946,113.11,139127,1540,0.7954737544059753,8896,0.0003,0.1852828562259674,0.12675340473651886,,
139336,15,-61.99085236,138.25141932999998,112.64,139437,1544,0.832053006,8911,0.0003,0.079575121,0.12743954360485077,,
139795,15,-59.6140976,140.8296682,113.87,139896,1548,0.7888364195823669,8929,0.0003,0.2935696244239807,0.12623189389705658,,
139899,,-63.1171875,,,140000,,0.7796580195426941,,0.0003,0.11908449232578278,0.1257711499929428,294,362.54293063928054
140207,15,-61.4175148,139.5406604,111.87,140308,1552,0.8481361865997314,8969,0.0003,-0.305168182,0.12624597549438477,,
140620,15,-59.14368439,138.4136239,111.61,140721,1556,0.7938402891159058,8986,0.0003,0.2002144753932953,0.12638764083385468,,
140899,,-62.69772339,,,141000,,0.7914401292800903,,0.0003,0.3768683671951294,0.12657245993614197,496.2,661.4114858407535
141125,15,-61.45678711,140.1425386,112.51,141226,1560,0.8029989004135132,9038,0.0003,-0.150543928,0.12758035957813263,,
141595,15,-61.38239288,139.74632363000003,112.99,141696,1564,0.8010048866271973,9057,0.0003,0.38525697588920593,0.1279318630695343,,
141899,,-63.81798935,,,142000,,0.7921363115310669,,0.0003,0.11250579357147217,0.12793807685375214,280,320.1993372111516
142061,15,-61.38439178,140.94886264999997,112.99,142162,1568,0.8309984803199768,9097,0.0003,-0.002603263,0.12769058346748352,,
142472,15,-61.63386154,140.6645241,112.73,142573,1572,0.822206438,9114,0.0003,-0.333497733,0.127513587,,
142899,,-61.56383514,,,143000,,0.7347740530967712,,0.0003,-0.330518305,0.1284932792186737,354,411.8533243091122
142983,15,-57.7598381,140.3022312,112.76,143084,1576,0.8212746977806091,9159,0.0003,0.63494873,0.12786273658275604,,
143431,15,-62.15286255,141.3598425,112.83,143532,1580,0.8573259115219116,9178,0.0003,0.17976313829421997,0.1275513768196106,,
143872,15,-63.19012833,141.76323014000002,112.7,143973,1584,0.7936069369316101,9196,0.0003,0.29271677136421204,0.12663191556930542,,
143899,,-63.1550293,,,144000,,0.7701929807662964,,0.0003,0.108255535,0.1267137974500656,295,353.9018557860465
144367,15,-61.0650177,143.737223,114.91,144468,1588,0.7948822975158691,9237,0.0003,-0.286261827,0.12671785056591034,,
144750,15,-60.36948013,143.5821534,114.49,144851,1592,0.7739378213882446,9254,0.0003,-0.20778279,0.12652720510959625,,
144899,,-57.3727951,,,145000,,0.8190582394599915,,0.0003,0.4209378957748413,0.12648847699165344,302.4,361.5543843511514
145343,15,-60.48419952,145.3651485,116.15,145444,1596,0.7587785720825195,9298,0.0003,-0.292504966,0.12796160578727722,,
145771,15,-60.0811615,145.46264978000002,115.92,145872,1600,0.8586439490318298,9316,0.0003,0.33158016204833984,0.12727907299995422,,
145899,,-63.65254211,,,146000,,0.8364565968513489,,0.0003,-0.254946828,0.12726101279258728,308,344.5318545213071
146235,15,-61.83007813,145.196404,116.01,146336,1604,0.922465444,9358,0.0003,0.4792670011520386,0.12768954038619995,,
146588,15,-61.22797775,144.58462588999998,114.75,146689,1608,0.8934181928634644,9373,0.0003,0.29350265860557556,0.1277708262205124,,
146899,,-59.89517975,,,147000,,0.825525165,,0.0003,-0.234897241,0.12847790122032166,280.6,368.8175097986961
147025,15,-61.71870041,145.0355989,113.88,147126,1612,0.7834605574607849,9412,0.0003,0.017760582268238068,0.1278657466173172,,
147317,15,-58.49029541,144.27929060999998,112.27,147418,1616,0.7767869234085083,9426,0.0003,-0.508890092,0.12722009420394897,,
147711,15,-59.76093674,143.3975058,111.19,147812,1620,0.8203402161598206,9442,0.0003,-0.44277668,0.12755988538265228,,
147899,,-63.73003387,,,148000,,0.8024395108222961,,0.0003,-0.425224394,0.128151998,287.2,371.06993491895116
148272,15,-62.16898346,145.2328733,112.03,148373,1624,0.8738657832145691,9486,0.0003,0.4907960891723633,0.12685535848140717,,
148639,15,-61.15857697,144.01538621999995,111.09,148740,1628,0.8232241868972778,9501,0.0003,-0.264642566,0.1276169866323471,,
148899,,-61.23619843,,,149000,,0.8489448428153992,,0.0003,0.030394785,0.12851114571094513,329.4,460.6260167369925
149071,15,-61.80131149,145.12484915999997,110.51,149172,1632,0.8661830425262451,9543,0.0003,-0.619609118,0.1296422928571701,,
149616,15,-61.64624786,145.5330226,110.4,149717,1636,0.9418803453445435,9564,0.0003,0.003538713,0.12876452505588531,,
149899,,-65.15725708,,,150000,,0.8312095403671265,,0.0003,-0.001698684,0.12824274599552155,302.6,392.48357011728876
